ID,Nom,Prenom,Age,Departement,Ville,Date_Embauche,Salaire,Prime,Teletravail,Performance_Score,Projet,Remise,Client_ID,Produit,Heures_Semaine,Feedback_Score,Type_Contrat,Manager,Categorie_Travail,Bonus_Annuel,Ventes_Mois01,Ventes_Mois02,Ventes_Mois03,Ventes_Mois04,Ventes_Mois05,Ventes_Mois06,Ventes_Mois07,Ventes_Mois08,Ventes_Mois09,Ventes_Mois10,Ventes_Mois11,Ventes_Mois12,CA,Salaire_Annuel,Salaire_Total,Ratio_CA_Salaire,Anciennete,Score_Pondere,Indice_Performance_Normalise,Ratio_Age_Anciennete,Categorie_Age,Performance_Level,Top_Performers,CLV,Score_Efficacite_20,Remise_Categorie,CA_Total_Produit
8488,Atkins,Savannah,39,Production,Amandatown,2013-08-13,5633,645,Oui,60,Projet A,0.05,3159,Produit W,39,5,CDD,Nathan Rivera,Standard,3343,47445,74469,79207,25274,56058,80333,52447,8814,98217,43661,1460,80246,615249.45,67596,71584,8.59,12,618.82,0.15,3.25,Expérimenté,Medium,False,2164825.44,2.66,Avec Remise,1292981428.48
8489,Evans,Melissa,52,Ventes,Murilloport,2016-12-05,8705,2331,Oui,88,Projet D,0.27,3995,Produit Z,38,4,CDI,Kurt Rice,Avancé,5341,8224,45546,98090,20233,81308,91125,33108,65124,52785,14588,42448,4504,406670.59,104460,112132,3.63,9,287.24,0.1,5.78,Expert,Medium,False,933675.77,0.84,Avec Remise,1286715697.35
8490,Booker,Nathan,28,RH,Simonville,2014-01-18,3490,937,Oui,52,Projet C,0.17,2048,Produit Y,42,4,CDI,Ryan Dunn,Standard,1495,34121,17921,44026,19435,20876,69446,2152,24,57801,93031,55299,93546,421372.74,41880,44312,9.51,11,543.93,0.19,2.55,Jeune professionnel,Medium,False,2820753.87,1.49,Avec Remise,1285481295.4
8491,Baker,Carmen,29,Marketing,Johnfort,2024-07-26,10425,3249,Non,81,Projet D,0.27,4555,Produit Z,32,2,CDD,Laura Gross,Standard,7206,57268,45740,10260,46013,9174,50288,83942,62673,22713,96798,44494,69280,437009.39,125100,135555,3.22,1,26.11,0.01,29.0,Jeune professionnel,Low,False,2999005.21,0.1,Avec Remise,1286715697.35
8492,Monroe,Michael,41,RH,South Richard,2011-12-03,6563,522,Oui,66,Projet B,0.01,4076,Produit W,39,2,CDD,Michael Morgan,Standard,3410,67135,26250,88646,4849,79866,18514,95464,72566,83349,83156,28844,29802,671656.59,78756,82688,8.12,14,750.55,0.16,2.93,Senior 1,Medium,False,2164637.29,3.53,Avec Remise,1292981428.48
8493,Farmer,Donna,40,Finance,South Beverlyberg,2018-12-06,8716,4870,Non,97,Projet B,0.29,1115,Produit Z,31,4,CDD,Michael Phillips,Avancé,2531,41017,11040,2869,41996,432,24136,56655,74336,72119,74609,64221,75192,382421.62,104592,111993,3.41,7,231.86,0.09,5.71,Senior 1,Medium,False,1609239.64,0.78,Avec Remise,1286715697.35
8494,Mahoney,Ana,45,IT,Ericamouth,2014-12-24,11485,2169,Oui,73,Projet D,0.08,3801,Produit W,38,1,CDD,Kyle Jones,Standard,4803,27907,56790,42366,39811,18856,60251,85825,36313,24714,19794,25374,69514,466913.8,137820,144792,3.22,11,258.95,0.08,4.09,Senior 2,Medium,False,1136911.15,0.87,Avec Remise,1292981428.48
8495,Patel,Brent,46,Ventes,Smithhaven,2012-12-23,11992,3789,Non,50,Projet C,0.21,2242,Produit Z,38,5,CDD,Dr. Denise Stanton,Avancé,4632,37573,58238,74462,3187,44731,1333,46572,66751,6909,84149,18663,32165,375039.07,143904,152325,2.46,13,160.04,0.06,3.54,Senior 2,Medium,False,1672458.85,0.43,Avec Remise,1286715697.35
8496,Smith,Madeline,55,Ventes,New Norma,2024-07-10,4545,4504,Non,84,Projet C,0.22,3241,Produit Y,36,5,Freelance,Scott Kennedy,Standard,9059,83091,36723,496,93907,77339,14850,98009,49158,86857,38422,367,97141,527560.8,54540,68103,7.75,1,65.07,0.02,55.0,Pré-retraire,Medium,False,2950925.13,0.26,Avec Remise,1285481295.4
8497,Adams,Betty,64,Marketing,Lake Erinland,2010-02-15,8562,3597,Oui,98,Projet B,0.17,1671,Produit Z,37,5,Freelance,Mary Thomas,Avancé,9427,52616,32427,28196,47518,49879,6219,54521,80663,55964,71141,97004,93403,555727.33,102744,115768,4.8,15,705.65,0.18,4.27,Retraité / Consultant,Medium,False,1884256.59,2.89,Avec Remise,1286715697.35
8498,Tran,Michael,56,Finance,West Luke,2011-08-14,5669,4497,Non,70,Projet C,0.23,4079,Produit Z,43,1,CDI,William Horton,Avancé,9159,15379,46041,27289,65601,64582,19595,64106,79191,59621,56385,19187,20266,413677.11,68028,81684,5.06,14,496.31,0.17,4.0,Pré-retraire,Medium,False,1920811.72,1.3,Avec Remise,1286715697.35
8499,Brown,Robert,46,Marketing,Jefferyton,2007-02-18,7775,1163,Oui,65,Projet C,0.26,4800,Produit X,40,2,CDD,Lisa Rogers,Avancé,1362,9,17055,6465,28909,98731,52278,15843,87072,44001,27155,41249,23705,327429.28,93300,95825,3.42,18,399.78,0.18,2.56,Senior 2,Medium,False,2277437.48,0.89,Avec Remise,1275523122.61
8500,Wilson,Matthew,47,Ventes,Harrisonchester,2015-12-03,2177,4648,Oui,73,Projet A,0.01,1122,Produit Y,36,5,Freelance,Angela Russell,Standard,7066,72105,68349,744,85429,10484,85216,68817,69615,38781,47690,88719,91959,720628.92,26124,37838,19.05,10,1390.29,0.28,4.7,Senior 2,High,True,1292376.46,7.59,Avec Remise,1285481295.4
8501,King,Stacy,48,Ventes,West Lisaborough,2019-01-07,8242,1857,Non,73,Projet B,0.26,1556,Produit Z,39,5,CDD,Elizabeth Taylor,Standard,1207,78699,69415,2731,12722,43029,73380,45162,87010,19890,76632,82765,46299,471923.16,98904,101968,4.63,6,202.71,0.06,8.0,Senior 2,Medium,False,947860.1,0.67,Avec Remise,1286715697.35
8502,Gardner,Kenneth,56,RH,Rebeccaport,2012-10-01,10462,1066,Non,50,Projet B,0.05,4585,Produit W,35,3,CDD,Danielle Taylor,Standard,2045,10128,32881,89010,6173,81261,136,56349,77696,18144,45273,24010,72354,487744.25,125544,128655,3.79,13,246.42,0.07,4.31,Pré-retraire,Medium,False,2024245.61,0.94,Avec Remise,1292981428.48
8503,Smith,John,26,Finance,Port Paulchester,2020-10-10,3496,4753,Oui,52,Projet A,0.23,3849,Produit X,33,3,Freelance,Jodi Vaughn,Standard,2806,92121,83678,31895,73510,2356,34577,15744,91691,85220,84902,46663,50698,533652.35,41952,49511,10.78,5,280.24,0.08,5.2,Jeune professionnel,Medium,False,2273099.05,1.24,Avec Remise,1275523122.61
8504,Oneal,Wayne,53,Ventes,Rebeccaberg,2017-01-24,9543,815,Oui,83,Projet B,0.1,1280,Produit Y,42,4,CDD,Michael Torres,Standard,1372,98971,40575,23327,47432,4567,50214,5171,14542,11231,5720,55272,86367,399050.1,114516,116703,3.42,8,227.05,0.08,6.62,Expert,Medium,False,1516954.7,0.59,Avec Remise,1285481295.4
8505,Carney,Amanda,28,Ventes,New Kristiborough,2008-08-12,2577,4682,Oui,78,Projet B,0.07,1795,Produit X,42,3,Freelance,Brandon Wood,Avancé,2028,22477,72701,88331,99093,73248,91314,28788,22567,78726,69053,35428,13254,646331.4,30924,37634,17.17,17,2277.29,0.51,1.65,Jeune professionnel,High,True,2128824.36,9.56,Avec Remise,1275523122.61
8506,Rivers,Ryan,24,Ventes,South Susanstad,2011-06-16,4842,1444,Oui,71,Projet D,0.02,3507,Produit W,42,2,CDI,Lynn Bridges,Standard,7786,410,99140,28525,29475,93072,72936,90733,57617,35529,62732,8112,80938,646034.62,58104,67334,9.59,14,953.69,0.21,1.71,Jeune employé,High,True,1572333.01,4.0,Avec Remise,1292981428.48
8507,Rivera,Christopher,46,Ventes,Lake Sheila,2007-09-04,6795,1865,Non,70,Projet C,0.07,4331,Produit W,30,5,CDD,Ashley Wagner,Expert,8721,18361,19967,25999,92811,20095,24910,28408,37086,96422,57016,66083,37814,488223.96,81540,92126,5.3,18,667.74,0.2,2.56,Senior 2,Medium,False,1546830.44,2.96,Avec Remise,1292981428.48
8508,Jones,Dorothy,26,Ventes,Lake Sandra,2020-06-20,11615,4524,Non,71,Projet D,0.16,4555,Produit Z,37,1,CDI,Michael Duran,Standard,4061,79190,81391,50278,73989,49202,92490,43997,21911,28187,50081,13529,65526,545807.64,139380,147965,3.69,5,130.95,0.03,5.2,Jeune professionnel,Medium,False,2999005.21,0.53,Avec Remise,1286715697.35
8509,Blake,Raymond,51,RH,North Joshua,2014-03-03,8582,2090,Non,59,Projet D,0.25,2600,Produit W,36,4,Freelance,Tiffany Lewis,Expert,7070,8511,64060,62743,21137,82312,14285,88196,29329,33696,46520,51422,17753,389973.0,102984,112144,3.48,11,225.69,0.08,4.64,Expert,Medium,False,879320.74,0.67,Avec Remise,1292981428.48
8510,Soto,Beth,29,RH,Thompsonville,2013-10-04,6403,2024,Non,55,Projet A,0.21,1671,Produit X,36,1,CDD,Luis French,Standard,4465,3178,34565,45530,57520,29652,2831,12285,29491,29204,1224,18418,18521,223111.01,76836,83325,2.68,12,176.72,0.12,2.42,Jeune professionnel,Medium,False,1884256.59,0.3,Avec Remise,1275523122.61
8511,Horton,Jessica,37,Finance,South David,2014-05-28,10072,1650,Oui,63,Projet B,0.0,3717,Produit X,41,3,CDI,Thomas Elliott,Expert,4772,18042,22457,123,52225,80161,36057,18750,89088,10583,55338,7547,74926,465297.0,120864,127286,3.66,11,253.33,0.08,3.36,Expérimenté,Medium,False,1484179.94,0.78,Sans Remise,1275523122.61
8512,Silva,Jessica,34,Finance,Danielstad,2006-12-04,10205,2941,Non,51,Projet D,0.28,4250,Produit Y,38,5,CDI,Matthew Roberts,Standard,7227,80162,23757,45102,26368,44284,72146,94078,95631,20855,97191,59941,84004,535333.68,122460,132628,4.04,19,391.12,0.11,1.79,Professionnel confirmé,Medium,False,1076562.38,1.5,Avec Remise,1285481295.4
8513,Kemp,Gary,46,Ventes,New Michaelmouth,2023-07-24,5837,1620,Oui,53,Projet D,0.0,4679,Produit X,31,1,CDI,Daniel Harris,Expert,7567,58677,56022,85002,69535,66426,99214,84506,88997,20510,79124,50710,6843,765566.0,70044,79231,9.66,2,102.42,0.02,23.0,Senior 2,Medium,False,765566.0,0.69,Sans Remise,1275523122.61
8514,Brown,Sean,43,Production,Michaelfurt,2020-05-05,6165,4438,Non,80,Projet A,0.17,4666,Produit W,34,5,CDD,Dawn Page,Expert,3845,52689,71712,65505,63781,81077,16260,37711,15194,18877,59463,40675,24182,454114.58,73980,82263,5.52,5,220.81,0.07,8.6,Senior 1,Medium,False,2063174.03,0.8,Avec Remise,1292981428.48
8515,Cole,Jennifer,45,RH,West Kellymouth,2005-12-25,9579,2650,Oui,76,Projet A,0.08,2978,Produit W,36,4,Freelance,Christina Aguirre,Standard,5040,9469,89647,73850,61859,60734,59524,25296,75952,61768,51128,75373,20446,611842.32,114948,122638,4.99,20,758.33,0.18,2.25,Senior 2,Medium,False,974037.52,3.52,Avec Remise,1292981428.48
8516,English,Heather,34,Finance,East Madisontown,2012-01-14,8373,580,Oui,51,Projet D,0.16,4906,Produit X,38,5,CDD,Laura Romero,Avancé,1307,40404,1493,41770,9248,43961,70166,30781,63810,54651,41969,95693,32974,442612.8,100476,102363,4.32,13,286.68,0.09,2.62,Professionnel confirmé,Medium,False,842265.41,0.91,Avec Remise,1275523122.61
8517,Perez,Dustin,34,IT,North Garrett,2014-10-12,6913,1976,Oui,75,Projet D,0.02,4237,Produit Y,36,5,CDI,Renee Lynch,Standard,8786,9370,53561,47601,78180,82461,30925,76431,92560,74650,31814,94933,3933,662890.62,82956,93718,7.07,11,583.54,0.13,3.09,Professionnel confirmé,Medium,False,1619379.97,2.93,Avec Remise,1285481295.4
8518,Miller,Jeanette,51,Finance,Port Brenda,2016-03-09,10719,4448,Non,74,Projet D,0.11,2528,Produit Y,32,5,CDD,David Johnson,Avancé,7680,11674,84038,83433,34895,65316,95444,2285,53735,5929,77193,56543,2578,510026.07,128628,140756,3.62,9,241.32,0.07,5.67,Expert,Medium,False,1044179.43,1.05,Avec Remise,1285481295.4
8519,Miller,Kenneth,63,Finance,South Michael,2019-09-12,4299,3420,Oui,83,Projet B,0.04,1268,Produit Z,42,4,CDD,Roy Bradshaw,Avancé,5415,91974,54577,33561,41896,7663,48492,70364,97170,91398,85298,67656,67078,726841.92,51588,60423,12.03,6,599.06,0.12,10.5,Retraité / Consultant,Medium,False,1821338.74,2.83,Avec Remise,1286715697.35
8520,Brock,Adam,62,Ventes,Lake Markview,2013-09-24,2354,3987,Oui,59,Projet C,0.05,2293,Produit X,36,1,CDI,Edward Gonzalez,Avancé,6753,86966,72750,63942,71726,69609,20219,60427,1946,36599,48695,43964,49236,594775.05,28248,38988,15.26,12,1080.08,0.26,5.17,Retraité / Consultant,High,True,3426809.08,4.87,Avec Remise,1275523122.61
8521,Gregory,Robert,28,Production,Riosview,2022-01-05,8766,889,Non,76,Projet B,0.15,1025,Produit Y,38,4,Freelance,Kevin Johnson,Standard,6163,90841,56921,54288,84469,60101,95641,18812,40964,17411,31562,22665,40593,522127.8,105192,112244,4.65,3,106.06,0.03,9.33,Jeune professionnel,Medium,False,1522192.51,0.4,Avec Remise,1285481295.4
8522,Klein,Zachary,40,Production,Bennettberg,2008-07-06,11998,732,Oui,54,Projet B,0.15,1498,Produit W,40,3,CDD,Jodi Barrera,Avancé,3220,16257,79220,15689,83332,61536,96578,7919,85456,46411,72482,81783,55978,597244.85,143976,147928,4.04,17,370.63,0.09,2.35,Senior 1,Medium,False,1080512.88,1.51,Avec Remise,1292981428.48
8523,Taylor,Michelle,43,Production,Jonestown,2022-04-21,10835,2481,Oui,79,Projet B,0.18,4160,Produit W,33,4,Freelance,Patty Snyder,Expert,1300,47686,42028,24859,44839,91412,27835,5105,89248,16250,52628,1070,4577,366980.34,130020,133801,2.74,3,65.0,0.03,14.33,Senior 1,Medium,False,1944749.69,0.2,Avec Remise,1292981428.48
8524,Simpson,Margaret,26,Marketing,Port Jacqueline,2021-10-12,11257,3657,Non,50,Projet D,0.29,1764,Produit W,38,4,Freelance,Brendan Clements,Avancé,5896,97051,17452,3191,76427,90522,98811,44569,2278,17920,48469,10235,34641,384511.86,135084,144637,2.66,4,53.17,0.02,6.5,Jeune professionnel,Low,False,2119340.28,0.15,Avec Remise,1292981428.48
8525,Mccarthy,Angela,44,Production,Sherryfurt,2012-03-24,2034,3220,Oui,66,Projet D,0.18,4155,Produit X,37,5,CDD,Kimberly Bullock,Expert,9471,27840,54583,12645,36291,51645,14426,11932,37848,34031,67166,92478,99851,443403.52,24408,37099,11.95,13,1025.47,0.34,3.38,Senior 1,High,True,923237.23,3.35,Avec Remise,1275523122.61
8526,Bishop,Christopher,57,Production,Rachelberg,2008-12-31,8001,4247,Oui,66,Projet A,0.16,3301,Produit X,44,5,CDI,Nicholas Ross,Standard,9332,64083,51648,43406,27478,25922,82722,42062,84694,24912,55886,67172,36215,509208.0,96012,109591,4.65,17,521.33,0.15,3.35,Pré-retraire,Medium,False,2418344.52,1.65,Avec Remise,1275523122.61
8527,Owens,Eric,47,Ventes,Johnstonside,2019-12-01,8964,4738,Non,69,Projet D,0.11,3586,Produit X,34,2,Freelance,Jessica Collins,Avancé,1532,5477,29796,11691,47439,18445,81108,94684,4989,68526,40242,81057,94050,513978.56,107568,113838,4.51,6,186.92,0.05,7.83,Senior 2,Medium,False,2931235.72,0.77,Avec Remise,1275523122.61
8528,Bentley,Bethany,64,RH,Emilyburgh,2013-02-14,9437,1295,Non,99,Projet B,0.26,2578,Produit Z,43,2,CDI,Melissa Aguilar,Expert,5491,32652,42288,31065,82216,95297,67199,62206,35023,95556,33254,29844,883,449537.42,113244,120030,3.75,12,444.93,0.14,5.33,Retraité / Consultant,Medium,False,449537.42,1.27,Avec Remise,1286715697.35
8529,Gray,Preston,51,Ventes,Michaelside,2012-04-08,8374,2043,Non,66,Projet B,0.0,2001,Produit Z,32,4,CDI,Todd Smith MD,Standard,7376,59996,76156,45867,27458,73218,75929,56472,43022,9818,96411,46621,84017,694985.0,100488,109907,6.32,13,542.55,0.11,3.92,Expert,Medium,False,1596344.66,3.21,Sans Remise,1286715697.35
8530,Wilkinson,Terri,50,Production,North Christopher,2024-05-24,9037,2612,Non,67,Projet B,0.01,1061,Produit W,32,4,Freelance,Heather Johnson,Standard,5031,26503,30576,45371,46232,73269,77682,35819,38779,3620,2618,22129,94189,491819.13,108444,116087,4.24,1,28.39,0.01,50.0,Expert,Low,False,2573515.96,0.12,Avec Remise,1292981428.48
8531,Monroe,James,58,Finance,Lake Stephanie,2015-06-29,5955,1556,Non,82,Projet A,0.24,3188,Produit Z,43,2,CDI,Anthony Murray,Expert,2542,85298,56276,53101,52749,37919,47401,5613,41095,81273,25565,42493,23042,419387.0,71460,75558,5.55,10,455.14,0.16,5.8,Pré-retraire,Medium,False,1461778.59,1.21,Avec Remise,1286715697.35
8532,Holmes,Jerome,62,Ventes,Lake Elizabethview,2017-09-29,2198,1976,Non,61,Projet A,0.14,3114,Produit Y,33,4,Freelance,Kristen Hernandez,Expert,8347,81911,36531,26103,67826,47818,41467,23784,48014,52593,89513,6210,16562,462965.52,26376,36699,12.62,8,615.62,0.19,7.75,Retraité / Consultant,Medium,False,1405654.92,2.36,Avec Remise,1285481295.4
8533,Taylor,Sherry,25,Finance,East Brandonport,2019-08-07,8990,904,Non,58,Projet A,0.01,2908,Produit Z,36,5,Freelance,Kristi Johnson,Expert,8722,27696,16691,76310,99722,53795,22768,60760,1426,59460,51897,99793,82610,646398.72,107880,117506,5.5,6,191.43,0.04,4.17,Jeune professionnel,Medium,False,2341313.24,0.94,Avec Remise,1286715697.35
8534,Sullivan,Jeffrey,63,Ventes,Christopherhaven,2008-12-22,2268,2399,Non,62,Projet A,0.04,1805,Produit W,37,4,Freelance,Carrie Scott,Expert,7210,62496,27854,38311,29431,81081,95556,658,4862,56576,54935,16522,68876,515671.68,27216,36825,14.0,17,1475.95,0.42,3.71,Retraité / Consultant,High,True,1552266.92,5.61,Avec Remise,1292981428.48
8535,Anderson,Audrey,47,Ventes,Port Lisafurt,2024-07-17,5742,2361,Oui,92,Projet D,0.24,1373,Produit Y,42,5,CDI,Shannon Smith,Avancé,5789,88044,25307,97871,70848,62148,20035,64859,91468,58556,5288,95861,10073,524672.08,68904,77054,6.81,1,62.64,0.02,47.0,Senior 2,Medium,False,1162912.48,0.21,Avec Remise,1285481295.4
8536,Silva,William,51,Ventes,South Aliciaton,2020-11-03,2532,4892,Oui,74,Projet D,0.06,4009,Produit Z,39,4,Freelance,Kendra Medina,Standard,832,19707,816,39573,86356,88763,71414,84263,52080,78748,52490,87519,56654,675280.02,30384,36108,18.7,5,691.96,0.15,10.2,Expert,Medium,False,1795741.61,3.27,Avec Remise,1286715697.35
8537,Morris,Charles,54,Marketing,West Aaron,2007-07-19,11667,3652,Oui,96,Projet A,0.25,3354,Produit Y,39,3,Freelance,Rhonda Morris,Expert,6761,99476,32258,92324,75190,51261,16546,83813,40669,15881,79172,30762,79654,522754.5,140004,150417,3.48,18,600.54,0.17,3.0,Expert,Medium,False,1026781.44,2.2,Avec Remise,1285481295.4
8538,Ross,Stacy,36,Production,New Robertport,2012-09-09,10641,4678,Oui,61,Projet C,0.14,1302,Produit X,34,3,CDI,Brenda Reynolds,Expert,7157,93632,66209,37892,65824,22892,27006,87530,73194,73629,68331,55174,69477,637079.4,127692,139527,4.57,13,362.08,0.08,2.77,Expérimenté,Medium,False,2781461.32,1.85,Avec Remise,1275523122.61
8539,Black,Cynthia,48,Finance,Reeseview,2008-02-26,7601,1646,Oui,65,Projet B,0.28,3876,Produit W,37,4,CDI,Danielle Foster,Standard,2579,99798,67542,79468,60381,10290,39275,16246,55790,89498,36230,89353,95262,532175.76,91212,95437,5.58,17,616.17,0.17,2.82,Senior 2,Medium,False,1536051.67,2.42,Avec Remise,1292981428.48
8540,Barnett,Stephanie,41,Marketing,South Aaron,2020-01-21,2130,1953,Non,70,Projet A,0.21,3371,Produit W,39,4,CDD,Cheryl Powers,Standard,5156,30268,6034,20127,84086,54531,54018,17213,73394,94235,21043,90864,38712,461774.75,25560,32669,14.13,5,494.72,0.16,8.2,Senior 1,Medium,False,2177815.15,1.6,Avec Remise,1292981428.48
8541,Norris,Brittany,52,Production,East Susanstad,2025-04-24,3556,1745,Oui,81,Projet A,0.08,2021,Produit W,30,5,CDI,Hayley Sawyer,Avancé,4275,61720,57238,39628,984,58701,97160,61683,16076,88451,87746,86954,21361,623485.84,42672,48692,12.8,0,0.0,0.0,inf,Expert,Low,False,1938716.34,0.0,Avec Remise,1292981428.48
8542,Morris,John,24,Production,Port William,2007-04-10,9890,1184,Oui,58,Projet A,0.13,1063,Produit Y,38,4,CDD,Gerald Yoder,Avancé,261,27580,64872,98937,73475,48722,11000,89885,34719,38362,18552,72880,62142,557779.62,118680,120125,4.64,18,484.76,0.13,1.33,Jeune employé,Medium,False,1863328.25,1.94,Avec Remise,1285481295.4
8543,Morrison,Lisa,36,Marketing,New Anthony,2009-03-06,7994,3379,Oui,58,Projet A,0.05,4693,Produit Y,39,2,CDI,Tammy Hoffman,Avancé,5822,78726,56537,75267,16943,88093,3488,1917,79714,13119,40553,57406,24395,509350.1,95928,105129,4.85,16,449.62,0.13,2.25,Expérimenté,Medium,False,1486540.46,1.6,Avec Remise,1285481295.4
8544,Herrera,Samantha,58,Finance,Alexandrabury,2009-08-07,7603,1493,Non,73,Projet A,0.29,1682,Produit X,40,2,CDD,Lauren Holland,Standard,9708,75360,78731,33454,70699,85608,35918,13198,30924,66662,1573,41817,48143,413281.77,91236,102437,4.03,16,471.23,0.17,3.62,Pré-retraire,Medium,False,1038599.81,1.33,Avec Remise,1275523122.61
8545,Jones,Dana,38,Marketing,North Victoria,2011-01-10,3992,2593,Oui,62,Projet B,0.29,4221,Produit Z,44,2,Freelance,Christina Larson,Avancé,870,46566,30325,44254,5588,83514,400,78846,95338,8432,27382,812,55321,338512.38,47904,51367,6.59,14,572.02,0.25,2.71,Expérimenté,Medium,False,1406362.66,1.2,Avec Remise,1286715697.35
8546,Gomez,Dana,26,RH,South Hollystad,2015-10-27,6571,1423,Non,51,Projet B,0.14,2895,Produit Z,34,3,CDD,Erica Jones,Avancé,5753,14311,97014,83033,73482,46758,98950,492,996,8368,3856,73041,71585,491821.96,78852,86028,5.72,10,291.57,0.09,2.6,Jeune professionnel,Medium,False,1456419.0,1.15,Avec Remise,1286715697.35
8547,Coleman,Robert,42,IT,North Justinstad,2019-12-20,3876,4534,Oui,77,Projet C,0.21,2770,Produit Z,36,4,CDD,Martin Reid,Expert,1108,40859,36659,21022,74128,26048,95250,60477,17252,81684,57691,75564,61007,511636.39,46512,52154,9.81,6,453.23,0.13,7.0,Senior 1,Medium,False,3124674.07,1.76,Avec Remise,1286715697.35
8548,Andrews,Robert,37,Ventes,Taylorchester,2013-06-17,7234,3163,Non,51,Projet D,0.04,3840,Produit Y,43,2,CDD,Betty Butler,Standard,3937,94604,34380,36374,83221,28898,81158,5413,14431,10798,34309,76381,76188,553108.8,86808,93908,5.89,12,360.46,0.09,3.08,Expérimenté,Medium,False,892078.65,1.26,Avec Remise,1285481295.4
8549,Davis,Laurie,46,IT,North Chadhaven,2014-03-16,5230,2091,Non,85,Projet D,0.16,3834,Produit Z,37,2,CDD,Wendy Lopez,Avancé,9208,1577,73575,74917,69603,27813,33595,31093,94199,80052,81257,87469,46938,589753.92,62760,74059,7.96,11,744.57,0.18,4.18,Senior 2,Medium,False,1445988.73,3.24,Avec Remise,1286715697.35
8550,Haney,Richard,39,RH,Lake Robert,2014-07-29,8769,2268,Oui,75,Projet B,0.03,3873,Produit Y,40,2,CDI,Gabriel Eaton,Avancé,3399,365,23071,99034,81461,44035,12572,85443,80031,61232,85343,89441,72089,712093.49,105228,110895,6.42,11,529.76,0.11,3.55,Expérimenté,Medium,False,1172028.65,2.57,Avec Remise,1285481295.4
8551,Francis,Steven,49,Finance,Karaview,2014-12-15,3461,2606,Oui,76,Projet A,0.13,2573,Produit X,35,4,Freelance,Christian Hardin,Expert,5267,31226,24281,26352,30481,78551,71041,32749,70463,15158,63346,2395,9086,395962.23,41532,49405,8.01,11,670.02,0.25,4.45,Senior 2,Medium,False,914628.48,2.07,Avec Remise,1275523122.61
8552,Johnson,Joseph,52,Finance,West Nancy,2025-08-28,3955,4085,Oui,82,Projet C,0.28,2732,Produit Z,44,3,CDD,Taylor Smith,Expert,9314,95600,71457,31239,43226,3716,96995,87830,63623,21775,31581,39983,48001,457218.72,47460,60859,7.51,0,0.0,0.0,inf,Expert,Low,False,1421822.27,0.0,Avec Remise,1286715697.35
8553,Thompson,Thomas,53,Production,Aaronhaven,2009-12-24,11990,4478,Non,58,Projet C,0.15,2212,Produit Z,32,3,CDD,Adam Morris,Avancé,5849,9363,45644,59342,3969,8607,68955,60356,58593,84129,76090,46346,21501,461460.75,143880,154207,2.99,16,277.7,0.09,3.31,Expert,Medium,False,1120051.47,1.09,Avec Remise,1286715697.35
8554,Rogers,Nathan,40,Marketing,New Jamesfort,2007-05-15,9789,3109,Non,75,Projet C,0.05,3682,Produit X,42,1,CDD,Derek Glenn,Avancé,8953,50885,68331,45946,91310,83916,51342,53468,55857,65007,18665,94825,49451,692552.85,117468,129530,5.35,18,721.8,0.15,2.22,Senior 1,Medium,False,1632247.49,3.25,Avec Remise,1275523122.61
8555,Bryant,Andrew,53,IT,Thompsonfurt,2018-11-16,11892,2960,Non,84,Projet B,0.17,3844,Produit X,39,1,Freelance,Audrey Jones,Expert,8353,7897,37107,70948,58378,32688,79999,76589,63484,43416,39754,26531,48462,485759.99,142704,154017,3.15,7,185.45,0.06,7.57,Expert,Medium,False,2635143.24,0.63,Avec Remise,1275523122.61
8556,Thompson,Ashley,30,Ventes,Coreybury,2024-08-19,4236,2987,Oui,50,Projet D,0.13,3876,Produit W,34,3,CDI,Renee Trujillo,Expert,8985,24120,50261,7380,44556,60044,3132,65148,88503,99157,86110,1042,28665,485562.66,50832,62804,7.73,1,38.66,0.01,30.0,Professionnel confirmé,Low,False,1536051.67,0.15,Avec Remise,1292981428.48
8557,Neal,Elizabeth,47,Marketing,Garciamouth,2024-11-02,7656,3547,Oui,84,Projet A,0.1,4614,Produit Y,31,3,CDI,Maria Jones,Avancé,1675,5418,44050,68419,93237,65794,28097,77567,51020,95385,72076,58872,21389,613191.6,91872,97094,6.32,1,53.05,0.01,47.0,Senior 2,Low,False,2693476.35,0.29,Avec Remise,1285481295.4
8558,Mitchell,Michael,24,Production,South Morganmouth,2020-11-10,11401,4472,Non,90,Projet D,0.22,1863,Produit Y,39,4,Freelance,Katherine Miller,Standard,5356,10382,40235,14634,11933,66288,22328,47261,40743,81033,66026,4556,63505,365760.72,136812,146640,2.49,5,112.24,0.04,4.8,Jeune employé,Medium,False,1417089.78,0.29,Avec Remise,1285481295.4
8559,Jackson,Jonathan,44,Marketing,Lake Melinda,2013-05-02,8862,3999,Oui,66,Projet D,0.27,4669,Produit Y,43,4,CDD,Janice Scott,Avancé,4851,54394,95604,54235,35739,87713,82822,1115,84956,26970,42164,7537,42006,449136.15,106344,115194,3.9,12,308.8,0.1,3.67,Senior 1,Medium,False,1334356.91,0.88,Avec Remise,1285481295.4
8560,Cruz,Victoria,57,Ventes,West Andrewburgh,2011-02-14,2706,4780,Non,51,Projet A,0.06,2162,Produit W,42,2,CDI,Kevin Ryan,Standard,6645,97003,10525,27491,91940,67060,74203,38042,88867,87525,58025,92303,35997,722842.14,32472,43897,16.47,14,1175.73,0.24,4.07,Pré-retraire,High,True,3328893.17,5.52,Avec Remise,1292981428.48
